review_text,cluster
ayaw tangapin khit anong ID gamitin ko. lahat naman valid at tama dun sa pinili kong choice. badtrip lang uninstall nato,4.0
Please fix the problem on my account i cant to touch the button of to get fully verified,3.0
Costumer Service is like deaf... Very slow to fix transaction problem...,4.0
It's to pay my bil to fast,4.0
Thanks gcash . Its very helpful . This app was very nice . I really love it .,2.0
"Very poor,, always""Opps"" try again later...",4.0
I just bought a gcash mastercard but i cant link my card to the app saying always error,4.0
Why cant't I open a savings account?,4.0
Cant even register. I keep getting an error. Downloaded the app for the purpose of linking it to my Paypal account since it's so much ~easier~ compare to linking with bank account. One star.,4.0
Sa wakas nabigay nyo din Salamat gcash,4.0
Tagal dumating ng code kung kailan kailangan!!! Kaka cash in ko lang paano to di magamit tong app na ito..... may pag gagamitan ng pera di magamit..,4.0
"Hai naku! Last time app may problema, ngayon nmn gcredit anu ba namn to? Hello till now i recieve just paid the amount of 0.00 on your gcredit...what happen...can someone pls fix... ...its been 2 months I need to talk to fuselending not gcash costumer care.",4.0
"Update: My BPI and PayPal has now been automatically relinked. I can now cash in using BPI. Thank you for that! I still can't use Gcredit. An error pop ups. I have no outstanding balances. Overall, I'm happy that some of my concerns were addressed. I hope other people's similar problems get fixed too. Thank you Globe.",4.0
"Goos apps, I can save money and send, pay of my bill at the right time",4.0
Come and join the convenient way of Gcash!!!!!,4.0
I simply not get the procedures but some use this as sending of money..,4.0
"This is apps is a SCAMMER don't try stock money on this apps since Nov until now I can't open my accounts I tried 2882, customer service and even in globe center. I tried many tried many times to email them but happened. Now it's 2020 already email support@gcash still nothing it is useless.",4.0
"Gcash apps, sa buy load nagbabawas lang pro hindi na rereceived ang load at gcash apps hindi magamit sa cash in sa 711.",4.0
"From Nov 2019.,Now I received my gcash mastercard., thank you for your support.",4.0
EASY TO CASH IN BUT I CAN'T CASH OUT.... I REALLY NEEDED THE MONEY WHAT THE F***,0.0
"Again im changing my review, not because my issue was resolved, but because it got worse. Now im unable to cash in using my bpi credit card. it always says it is unavailable with unexplanable errors or saying that bpi is under maintenance even though its not. i have been using your app for about a year or two. and if this issue doesnt get resolve i might consider changing e-wallet. Value your customers for they give you profits🤦‍♂️",4.0
Ive been using gcash for almost a year now and i recommend it in easy transaction for receiving money online ❤,0.0
Terrible apps i cant verified my gcash dame dama n,4.0
Para sakin kya 5star bnigay ko .. maasahan ko kasi ang gcash.. ☺️☺️☺️,4.0
I canot buy load. Now i have. Still balance. But i vant buy. Load. So degusting,4.0
"Whats happening to your pay bills option? Lagi na lang cant be process ang prompt. Already uninstalled and installes the app, but same thing pa rin.",4.0
"Its more helpfull to every one,",4.0
very useful app.. Makes easy transaction anytime anyplace.. More power to you.. Gcash helps me alot!!!,0.0
I was going to buy 50gshells using gcash but i had slow internet at the time and then I bought the 50gshells and gcash took my money without Giving me the 50gshells code like what the heck bro,4.0
TNX FOR GCASH I CAN FINNALY CLAIN MY ROBUX LMAO,4.0
Super galing ng app na ito. Unique. Lahat halos na dito na needs ko.,4.0
I cant pay my bill!!.. they said that the new version is v5.25.0apk but what's on google play that is ready to be downloaded is just v5.24.. where can i find the v5.25 version????,4.0
Usefull apps but everytime i open the apps it always asking to update my profile! can't use the other features like borrow load and etc!!,1.0
Wow this ahh great apps,2.0
I have balance on my account and I cant use it anywhere on this app. Gcredit doesn't work too. Been having the issue since Dec 13. I've been using the app for almost a year now but after they offered me to increase my credit limit it just didn't work anymore. My gscore has been going down for the last few days. Escalated to their customer service reps again and suggested for me to use Gcash more often and to fund my account to maintain my gscore?! WTH,4.0
Best support team 👏 They helped me a lot since I was having a problem in using my GSave account. i would recommend using GCash since it's convenient and easy!,0.0
Its nice so easy for load,0.0
My GScore instead of increasing it decreases my points every time i use my Gcash!,4.0
"Google issued me a refund last 12/16/2019 and I've been waiting until now for my money to credit back to my account. I've follow up to them and they told me that is need to file a dispute first. I'm like what? This is a refunded money from Google and your system should automatically credit back my money. Fast forward, I've taken their process though I'm not willing to take it and complied to their required info and docs just to get back my money. I'm loosing my patience w/ your customer service!",4.0
The app claims that their American Express VCC can be used to subscribe to Netflix but it didn't work at all. Please fix this. It is so frustrating.,4.0
How many times i can input my ID it keep saying its invalid... What the heck... I need to send money urgently... I m new here I lost my patience definitely I wont recommend to anyone,4.0
Good service and inconvenient.,2.0
"I have cash in P35,000 from my bank account to Gcash and until now it wasn't deposited yet. 2 weeks have passed and no action from their support team. Will give you depression and anxiety attack about your money. Not guaranteed and their support te have no action. Scam! Fraud! Don't trust.!",4.0
Very helpful app.. Thumbs up😊😊,2.0
i think the application needs to be updated.. ilang attempt di gumana ung pay qr option.. it happened after i updated the app last december. ang tagl magscan ng qr vode madalas may error pa na qr string is invalid kahit dati lagi ko naman ginagamit and walang issue.. but over all the app is very convenient especially for paying bills,1.0
Very good even sometime encountered a prolem in cash in and top up to Angkas wallet. But still helpul. Created biig help to everyone specially to Ankas bikers. The problem occurred in everything.,4.0
Custimer service sucks! They are dropping calls. Call was 10 mins ago. Been waiting on hold then he will just dropped the call. Please do check your agents!,4.0
"First time to use, but i try used this app thank you and Godbless",2.0
Hope i open my gcash again,4.0
You wantex us to uograde to 5.25 to fix our gcredit but we can only have 5.24 on the play store? LUL,4.0
The app keeps crashing. Really disappointed.,2.0
Cannot cash in. Emailed customer service and th y said it was because of the maximum limit. But I haven't used it yet for the month. Asks you your mobile version and app version which actually doesn't help in any way. Unreliable. Uninstalling.,4.0
I can't verify my account because of your third party app it make the picture blurry even though i have a good camera in my cellphone atleast make an option that the photo will be selected on gallery so the picture is not blurred,4.0
Very convenient paying your bills. No housel.,4.0
I want to experience gcash💖,4.0
Legit thankie nagkkapera ako gamit gcash,4.0
Been working with you guys for 3days to transfer my balance from my old acct since i can no longer access it because i lost my simcard. your customer service is awful!!! ive been told that the concern or ticket has been forward already to your specialist from day 1 and until now NO F**** RESOLUTION!!! Give me my money and ill change this review.,4.0
Ang galing parang magic,4.0
"I hàve a gcash before. My security agency issued me for claiming my salary. When I left my agency, my gcash is gone too",4.0
cant use any service. it is not convenient anymore.,4.0
Walang kwenta mag invite ngayon freebies lang bnibgay tpos my minimum p.. ibig savhin pag di ka makainvite agad ma expired lng ng walang pakinabang..d katulad dati..,4.0
Thanks for making my load super save.,4.0
I can't register. Authentication code is not accepted. Its says error and refer to help center. Registration stage pa lang sablay na..,4.0
It's saw fun and free load,4.0
Big help skin c gcash ...thankyou anytme anywhere mdali gmitn at nakakasve p ko,4.0
I'm frustrated with it's services. Most of the time I encounter error either in sending miney or buying load etc.,4.0
i have refered my friends and 50ph didnt get to my account 😡 i really hate it,4.0
Can you give me money gash because your app is pretty great can pay the bills i just need you to give me money im out of money hehe,4.0
I can easily pay my payments through this app.,2.0
They reset my account with savings and investments. I tried reaching out to their customer service but didn't get any help. Thieves!,4.0
Hindi aq makapagbank transfer dahil hindi aq makapagverify naguninstall at install aq pero hindi palpak pa rin,4.0
Save ur time and effort. Good to have it. Convenient,2.0
"I'm trying to register and reach the point where I am ask to type a MPIN. After clicking on Submit, I get the error message ""Oops! There seems to be a problem. (GR31-13420)"".",4.0
I dont know what to say...Thank you😅😂,4.0
Its easy to use and comfortable.,0.0
Hindi mkawidraw gmit gcash MasterCard... Sabi ng C's nyo update daw 5.25 e wla Naman update dto s playstore =(,1.0
Maganda naman naging resulta ng mga transactions ko sa app na ito. Buying loads. Paying bills ang even shopping sa Mall. Ang pinaka maganda pa ay ang GSave. Kaso bakit di na po ako makapag deposit sa account ko po. I have already address this issue sa inyo po. Wala pa ring nagyayari. Na update ko na sa latest version pero hindi pa rin ako makapag deposit sa account ko po. Sana mabigyan solusyon ang problema ko this time maraming salamat. So far ito pa lang naging proble ma ko.,4.0
Bank transfer has been under maintenance for 3weeks now. Very inconvenient.,4.0
fast transaction anywhere anytime,4.0
i cant download the app anymore.,4.0
it says that my face photo not valid,4.0
They looking for mpin . I didnt have one,4.0
"Jan 5, 2020 Review - Cashing In to GCash from Unionbank is super fast! After connecting your account, the amount transferred reflects immediately to GCash. 👍",4.0
"This app helps me a lot with my finances. One suggestion, though. Can we have different ""wallets"" so that we could individually track and manage our finances for bills, load, and other categories? Thanks!",4.0
Worst customer service ever! They just throw and throw cannef response without even trying to help!,4.0
I'm trying to login .. it won't let me .. it keeps prompting to update but it does not continue .. can't i just use the current version?,1.0
Cannot link my card.,4.0
Job well done gcash..,4.0
Easy to use with gcash love it♥️,0.0
Worst always forgot mpin although it is,4.0
Very frustrating app and CUSTOMER SERVICE!,2.0
Just registered to the app entered verification code and crashed. Then when I opened it again it said that I needed to enter a pin even though I never got the chance to make a pin number,4.0
"BEWARE: THEY WILL WITHHOLD YOUR MONEY FOR NO VALID REASON AND YOU WONT BE ABLE TO USE YOUR MONEY AT THE TIME YOU WILL NEED IT! DO NOT RELY ON THIS ONLINE WALLET, THEY WILL HOLD AND ROLL YOUR MONEY AND YOU GET NOTHING. YOU WILL THANK ME LATER.",4.0
Maximum attemps of mpin,4.0
"Where the heck is my refund??? I have been going back and forth with regarding my refund since November 7, 2019 and until now it's Jan 5, 2020. You guys keep on telling me that it is already with the specialized team and everything is in order but nothing. I have sent numerous emails, I made tons of phone calls and chatted so many times but nobody gave a clear explanation on what is going on. It is my money and I have given you all proof of my refund and you guys confirmed it's refunded",4.0
I've used this app before. I love it verry much...,2.0
"Buggy, my previously enrolled bank accout suddenly got unliked. Now its prompting me to reser my online banking password everytime i log in?????",4.0
Please Place an option of spotify payment i want to use gcash to pay at spotify please,4.0
Great app easy and secure,0.0
"Its been 3 months, still can not cash in using robinson's debit card.. Cant even use it anymore..",4.0
"Beware investing money in Gcash. I have investment money in gcash but i can't access to it anymore, it says to get fully verified but it won't let me. I try to call hotline but it took me 30mins in waiting then suddenly disconnected me. I don't like this app anymore. It's a hassle too for subscribers to do verification.",4.0
Your help center is useless!!! Check my ticket (#8037540) give my money back!!!!,4.0
"I cannot buy a load, cannot send money, cannot bank transfer, cannot pay a bill it has been going on for a week already! I can't use my own money! Really? Wala pa ring update!!!!! Kumusta naman na yung pera ko sa app nyo! Nakakaubos na kayo ng pasensya! Puros nlng kau ipprioritize pero wala namang nangyayari! Mynt-Globe Fintech Innovations I already did email your support multiple times already but have not received any update at all!",4.0
WINIDRAW ko po UNG laman Ng CIMB savings account sa gCash almost 5k plus Hindi po pumasok sa gcash account ko ..nawala ung balance ko sa CIMB SAVINGS ACCOUNT...pa assist nman po Sana...need ko po ung money ko.....,4.0
Bakit savi ng support team mg download ako ng 5.25 version gcash wala nmn ako makita ganun pls help d ako maka send money or cashout tnx,4.0
"i experience that i load someone but i did'nt receive any confirmation and my client did'nt receive any load but it is deducted on my balance- last december 12,2019 today is january 6,2020 , i experience it again .. 😭 please back my gcash money !!!",4.0
"This is trash. It took me 30 minutes just to take a picture of my passport. Even though how many times I tried in different angles as possible, it won't recognize my passport. I'm frustrated and pissed off. Please do something about this.",4.0
"I cant deposit through Save Money feature of the app it always say ""Sorry you cannot schedule an auto deposit right now"" after I've clicked button for deposit,, that message box should only appear when I click schedule auto deposit,,, plss fix it",4.0
"I have been using gcash for quite a while now. I use it a lot to buy load. However, I have not received cashbacks from it and my GScore stopped increasing after reaching 361. Please fix this, I'm already thinking of switching. I've also sent an e-mail to customer service regarding this but still got no reply",4.0
What if i forgot my password how can u help me ?,4.0
Features not working,4.0
cant link my gcash mastercard to my gcash account...,4.0
I cannot see the latest transaction history,4.0
Stupid service and very slow..!!!,4.0
Bakit po hindu na gana sa akin nag hulog ako NG 200 sa 7eleven tas Yun Pala sinayang ko lang please PA ayos ayaw mabuksan kase bawal daw sa vertion 4.4 na vertion dati naman ay nagana pero Yung nag hulug ako nawala na ayaw nang mabuksan pleas paayos sa Huawei y7 po to gamit ko paayos please fix it,4.0
verry resourceful ang convenient.,4.0
Good job well done ..keep it up for the better updates,2.0
"they increased my gcredit however, i cant use it neither paying bill nor qr scan code. useless, i even inform them abt the issue and its been 2 weeks now still problem unresolved.",4.0
Yeyyy owsome app!!,2.0
I cant down load tha apps,2.0
I got suspended even if i paid my gcredit due on time. Now i cant use my gcredit. Kindly assist on this matter.,4.0
"I always get a notification saying that I have unpaid GGCredit and I have incurred a P200 penalty fee, where in fact I have ALWAYS settled my dues way before it's due date. Now, my GCredit is suspended. I have sent you multiple emails with proof of payments and one of the representatives said that it was sent by mistake. But until now I can't still use my GCredit. I am considering uninstalling this application.",4.0
They give cashbacks and promo,4.0
I like the Gcash Treat.. :),4.0
"After i have updated my gcash and trying to open it after, its giving me an error "" an unexpected error occured. Please try again.(12049)"" please help!",4.0
this is easy to pay how to use..,0.0
"Can't login cuz I forgot my MPIN, I don't even remember putting one. Tried to recover but always gets an error. I'm stuck, can't use the app.",4.0
5vdays still cant cash in my gcash from PayPal process i did all the possible wayy but still cant get the money,4.0
"I used to love Gcash and even referred it to my friends. After the latest update I can no longer cash in from paypal. The system sucks, customer service sucks. Decided to stop using it and i do not recommend it. Already reached out to support and they offer no solution.",4.0
now i can pay my purchase online without credit card. very cool.,4.0
"Convenient in paying and transferring bills and buying load, saves my time a lot!",4.0
"Been active using this for years. After reaching 10k gcredit, na suspend thou no payment late naman. Hays!!!",4.0
Can't use gcredit! Puro sorry mababasa mo s email nila puro false hope naman marrinig mo s agent! Wala ng kwenta kahit ang gscore ko bumababa imagine 4 months nang pinapaasa ayus aq magtransact nag eexceed p nga account ko tas mapapalya lng s gcredit.,4.0
Bakit wala lahat ng load nio,4.0
"Gcash CAN'T resolve this ongoing issue for a month now. Payment has been made on time for my Gcredit but they still suspended my account. They wanted me to pay the ZERO balance..like whaaat? Paano bayaran ang 0 balance at 0 penalty?🤣 Multiple tickets has been opened. Talked to different Gcash reps through email, 2882 hotline, live chat on Gcash app, wecarefuselending email but all I am getting was false assurances. No one can answer why it remains suspended when there's no unpaid balance.",4.0
"Paid meralco bills using the app. The transactions were successfully processed. But few days later, I received messages that all three transactions were unsuccessfully processed due to system activity. I cannot pay via payment app/bayad center anymore since the bills are already overdue. The system should inform us immediately if the payment is unsuccessfull.",4.0
Hello po. Hindi naman na po ako makapagload ng smart. Laging unavailable po nagpapakita. Sana mafix nyo po. Salamat,4.0
I can't use the gcredit feature for almost a month now. I have a good credit standing and always pays my due on time but I can no longer use the gcredit feature. I'd been in contact with their email support who only provide lame excuses and not really informing me as to what happened and if I can still use the service.,4.0
Gcash's customer service escalations is the worst. I had reported an erroneous cash-in with ONE number difference the same hour it was made thru Touch Pay. The other user denies having a Gcash account but Gcash said the other party withdrew the whole amount the following day. Gcash does not protect it's users from erroneous transactions. The escalations' reply is for me to get in touch with the other party directly. They won't even mediate for you. Gcash please protect your users too!,4.0
Very useful Gcash love it,2.0
This really made my life easy,0.0
"no hassle,easy payments ,love it.",0.0
Grab dis aps ito gamit nming mga grab drivers.,4.0
Can't use the app.,2.0
The app is unstable after the latest update. I could not manage my credit anymore. In as much as I want to pay my Gcredit in advance and on time like i did since the time i first used the app but unfortunately due to the latest upgrade I could not and it is so frustrating because I have done everything to have this problem fixed but no to avail. Their support group cannot do anything whether online or through email.,4.0
What happened to my Gscore?? Why is it always depleting... From 550 to 450... Like what the heck Gcash??,4.0
"I like gcash its easy everything,",0.0
"I was already verified and you removed it. Now I'm not able to complete verification. Each time I try to take a picture of myself, your app would say to move farther away until it times out. Ano habol niyo? Full body shot? I went thru the trouble before of going to Globe to be verified and you removed it when all my info is up to date. Your Help Center is of no help. I did as you said and got a canned response about following the steps to complete verification thru the app. Poor CS.",4.0
no more rebates on pay bills of my PSA?,4.0
Very sopportive apps nice.,2.0
Very poor service. I paid my g credit thru my g cash wallet but it wasn't replenished on my gcredit limit! Where did my payment go???,4.0
Giod app.hassle free,2.0
Terrible / Hard to reach / Unproductive customer service. GCredit not working anymore.,4.0
When will money transfer be available?,4.0
Ticket filed last december 7 2019 for refund till jow january 7 2020 di na binalik yung pera. Mga so call speciallist,4.0
I didint experience yet about this app,2.0
Great app. Although constantly needs to be updated,1.0
Dati ok pa ang gcash upon experience..but lately Di na safe gamitin ang gcash apps nyo..everytime na nag uppdate kayo ..nasisira Yung account .naroorong Di ma open account. Last December 2019 naging inbalido Yung serbisyo nyo..Di mkpagtransfer Di makaload.pay bill s.pati na Rin gcredit..so nstock up Pera nmin.until now ganun pa rin.csr wala Rin mgawa.at hrap mkontact.,4.0
best e-wallet so far...,2.0
This app helped me a lot.,2.0
Please improve this app when scanning ids. Though my phone have a good camera. Yet its still blurred. It really gave me hardtime till. Its already 1 week since i bought my mastercard yet i still not fully verified. Ty,3.0
Resetting PINs shouldn't be this difficult. Tsk.,4.0
Cant link my BPI account,4.0
"I think you should definitely reconsider creating one because it's totally unsafe. The GCash account is directly related to a Globe phone number. I signed up for postpaid account and signed it up for GCash. The phone number has been associated to a previous owner. When I activated it, the GCash account still includes previous owner's info such as birthdate, email address and full name. Other info might also include linked accts and wallet value.",4.0
Terrible customer service! They can't resolve the customer's issues! They will even give you late penalty fee + suspended account even if the balance is fully settled on time!,4.0
Convenient in monthly paying bills,4.0
"Gcash is a scam!!!!!! My issue is still not resolved, I called their ""customer care"" number but I only kept rerouting into their automated voice msg. And mind you, I submitted my ticket last month (December) but still got no response up to this very date! This is the worst e money app ever!!!!!",4.0
"It won't let me register, at the last step it says ""Oops there seems to be a problem GR31-13420""",4.0
Very poor customer service.,4.0
It would be better if they did not remove Gcash-Paymaya transaction since most of the users use them both.,2.0
Better And hustle free,2.0
More freebies and perks please. Thank you,4.0
"I like the gcash coz it's really convenient to use, but later on why it always telling me i have to update this apps???",1.0
Always system is busy. 😏,4.0
"DO NOT INSTALL. Paying bills, Bank transfer, Cashing in. Their service degraded over time. They've escalated most concerns to their ""specialists"" but still hasn't resolved the issue up to date. Uninstalling this after I get my money back.",4.0
"It would be great if there is an option to save credit card info on ""my saved billers"", to avoid mistakes when paying. It would have been 5 stars if this suggestion is available.",4.0
Really useful app. Although the only reason why Paymaya is my main E-wallet is because of their real time Statement of Account,4.0
"Di ako makapag savings, laging error bakit kaya?",4.0
I try to use gcash to load my globe at home prepaid wifi but there's no broadband option there. I hope you can help me to fix!,4.0
Hopefully all transfers will be real time and no more lapses,4.0
i cant open my account lahat naman poh sinagutan ko pero ang lumalabas mali lahat ng sagot ko . please help naman poh,4.0
Just today jan 08 2020 na hack u g account q tubis lahat ng laman,4.0
"Gcash is very easy to use, offers a lot of services and allow ordinary individual learn and have a chance to invest on something great. I'm only a student but I think gcash allows me to save my money easily and I love it!",4.0
I dont remember my mpin,4.0
Super convenient to use!!! Ang dami na niang new useful features for online hassle free transactions 😊,4.0
"I like it but,theres a problem because the app sometimes will be loading and never comeback but its ok rather😊",4.0
I can not open my gcash anymore! I had my balance there so please fix your app,4.0
"GCash trasaction are convenient, yes! Pero ambagal ng app. 😔 Tired of sending emails. Can I request po to rectify this? ☺",4.0
I got exceeded transaction this month and the money was deducted to my BDO account. I already called customer service and they said that It is already reloaded to my BDO but guess what it is not there. It's already 12 days and my money is still NOT reloaded to my bank account. USE THIS APP AT YOUR OWN RISK. They resolve issues very slow and they have the worst CSR. You will not be able to use your money for long time and will not hear any update from them. Supposedly a great app what ashame.,4.0
The app has Improved I feel like it is now safe for me to use gsave and gcash thankfully just don't share your MPIN and OTP this app is very useful and very convenient and useful for me,2.0
hard to update account,1.0
"Gcash is a very good app, highly recomended^_^",2.0
"WARNING! The globe store will not help you with your Gcash concerns. Gcash is handled by another company; and the globe store will NOT help you with your gcash problems. Be warned! The ongoing development of this app and its services will cause the app to misbehave; and if you have issues, all you have is a hotline that puts you on a 30-minute wait with no assurance of help. Be warned! Be careful with your money.",4.0
Sapilitang Uptade Puta!!!!,4.0
All works (money transfer from GCash to a bank account) fine again. I had to change the language of my tablet into English to change the comma and dot digits.,4.0
My case has not been resolved :( wasted 650 pesos on play store gift card. They email me to ask network provider for support but i know network provider will do the same,4.0
"Pa ulit ulit na verification, 5 mins lng daw, prob is di rin approved yung verfication.... Mabibitin ka lng sa mga payments mo sa app na to...",4.0
Great and very easy to used this apps for sending and transfering money pay bills eload etc..,0.0
Had a problem buying pins and operator's didn't respond to my issue.,4.0
Very convient for me and to my family. Thanks Gcash!,4.0
Mop is a great day and I will be there to help you out with this one 1⃣ I will be there to help you out out with your new job search is going well and I am sure you can 🥫 it would probably make you feel like I am not sure if you are aware of this or not and you have been for ever and I am not sure if you are aware of this or not and I am not sure what you want me and my dogs to do tomorrow and and I am not sure if you are aware of this or if I can 🥫 the link to the game and then I'll be there,4.0
The latest version needs to be fixed as it seems it is not compatible to Android 10. QR generator is not working after upgrading my phone to Android 10.,4.0
Ok po sna gcash kz npkdming mu pede mbyran ng walang hassle kaso po mas mdlas offline..ok din po sana sa pgloload ng ibng kmgank kaya lng po un rebate po my limit 50pesos lng sa 1month..tas nextmonth ulit..pero thnk u po sa apps n2..sna lng po un lgi offline e mbwasn tenx👏,4.0
I cant log in to my account! I tried to click foeget my pin but it keep on saying it wasnt me,4.0
This app is great however you never know when your transaction hits the 100K pesos limit per month. I suggest you put an indicator for remaining balance for the month.,4.0
I've tried to register but at the end there was an error so i cant complete the process. I've tried to research a way to make it work but i cant find it. Please fix it. I already purchased a gcash card. I hope it wont go to waste. Error was gr31-13420.,4.0
"İ Went To Every OTC Like Palawan , Cebuana 😑 They Refused To Serve Me As They Said Gcash İs Errored On Their System. İts Very Hassle .. Because İ Need The Money And İ Can't Have İt. Whenever İ Want To..Please Fix Your Cash Out Services.",4.0
"Latest update sucks, can't used the gcredit anymore. called your support team and they just advise me to download the latest version which according to them is 5.25 but this is not available in google app store, worse, they cant provide link where can i get that version.",4.0
I cannot do bank transfering since the update. This is so frustrating,1.0
"I can't even login to the app. I've been trying for maybe a couple of weeks now. Every time I try to login, it would ask me for an authentication code. I'd enter the correct code and this would pop up: ""We're sorry, it seems that we could not process your request at the moment. Please go to Help > Help Center for further assistance."" The Help Center does not help at all. There's a similar problem posted there 4 months ago as of this review, and it looks like it still isn't fixed. Uninstalled.",4.0
Easy to pay bills,0.0
",i can't open my gcash, whats goin on, i cant even recieve a code on my TALK N TEXT simcard, disgusting,",4.0
"Very inconvenient to use. I have a gcredit of 10000, but am unable to use it. I always use my Gcash for transactions and this is what I get in return. I have sent multiple emails, called multiple times but issue has bot been resolved.",4.0
"Debit twice for using gcash. Asking for refund is hassle and they are asking for much data. Letter, id, 3 signature specimen. You have a system! You know you have charge me twice and yet asking me for sms msgs! Pls train your customer service people!",4.0
So disappointed with this app. Don't download this.,4.0
"What's the use, if I can't use my load as cash.",4.0
"My cash in issue has not been solve. I've been reporting this numerous time already. They will give you the templated trouble shooting, same questions again and again. Then you have to repeat the same actions all over again. Gcash customer service is not good at all.",4.0
Cash in problems are not being resolved immediately! Imagine floating your money for a long time!,4.0
Thanks for helping me. I recovered my acc. 😊,4.0
It helps mo to pay my bills immediately,4.0
I have never been more disappointed in my life. Everytime I upload an ID to get fully verified it says either No Internet Connection or Invalid ID even tbough I have used my passport so many times for the same transactions. FIX YOUR APP GLOBE,3.0
GCASH = UNRELIABLE SERVICE! A LOT OF DOWN TIMES ESPECIALLY IN GSAVE! DOES NOT EVEN BOTHER GIVE YOU ANY HEADS UP THAT THERE WILL BE MAINTENANCE.,4.0
🌝🌝because you can safe money and you can buy load from Gcash,4.0
Its hard for me to fully verified my account due to blurring of picture when taking it on gcash application cam...i also want to know on how to make a transaction in this app...,3.0
Wheres the freebie? My free 20 is gone without spending...,4.0
why i didnt get my code after all 50x resend,4.0
the authentification code wont work. always opss wrong try again. its been years Edit. Even the link you send me won't work. Stupid system you got can't fix anything just money grab anything never really fix anything,4.0
